NAICS_SECTOR,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
56 ,3,1,   7.6%,  0.83%
56 ,3,2,   2.9%,  0.59%
56 ,3,3,   2.8%,  0.43%
56 ,3,4,   9.1%,  0.59%
56 ,3,5,  19.2%,  0.89%
56 ,3,6,  19.9%,  1.09%
56 ,3,7,   9.6%,  0.91%
56 ,3,8,  12.9%,  1.36%
56 ,3,9,   7.1%,  0.89%
56 ,3,10,   8.8%,  0.85%
56 ,4,1,   7.0%,  1.00%
56 ,4,2,  29.3%,  1.32%
56 ,4,3,  63.8%,  1.94%
56 ,5,1,   0.6%,  0.21%
56 ,5,2,   1.7%,  0.56%
56 ,5,3,   2.4%,  0.49%
56 ,5,4,  95.2%,  0.77%
56 ,6,1,   7.4%,  0.43%
56 ,6,2,  12.5%,  0.58%
56 ,6,3,  80.1%,  0.58%
56 ,7,1,   4.8%,  0.91%
56 ,7,2,  36.2%,  1.03%
56 ,7,3,  59.0%,  1.09%
56 ,8,1,   8.4%,  0.75%
56 ,8,2,  16.1%,  0.88%
56 ,8,3,  75.5%,  1.39%
56 ,9,1,   3.4%,  0.71%
56 ,9,2,   3.2%,  0.60%
56 ,9,3,  40.0%,  1.55%
56 ,9,4,  53.4%,  1.99%
56 ,10,1,  21.9%,  0.97%
56 ,10,2,   5.5%,  0.71%
56 ,10,3,   8.6%,  1.08%
56 ,10,4,   2.1%,  0.43%
56 ,10,5,   5.4%,  0.82%
56 ,10,6,  12.3%,  1.04%
56 ,10,7,  71.3%,  1.72%
56 ,11,1,   8.8%,  0.56%
56 ,11,2,  14.4%,  1.22%
56 ,11,3,   2.0%,  0.35%
56 ,11,4,   7.4%,  0.94%
56 ,11,5,  10.7%,  0.95%
56 ,11,6,   6.1%,  0.78%
56 ,11,7,  10.1%,  1.21%
56 ,11,8,  65.9%,  1.56%
56 ,12,1,   1.2%,  0.32%
56 ,12,2,   8.4%,  0.65%
56 ,12,3,  44.8%,  1.41%
56 ,12,4,  31.2%,  1.37%
56 ,12,5,  14.4%,  1.04%
56 ,13,1,   4.9%,  0.85%
56 ,13,2,  10.3%,  0.68%
56 ,13,3,  15.6%,  0.81%
56 ,13,4,  25.3%,  1.74%
56 ,13,5,  23.7%,  1.54%
56 ,13,6,   5.1%,  0.47%
56 ,13,7,  15.1%,  0.65%
56 ,14,1,   3.0%,  0.40%
56 ,14,2,  97.0%,  0.40%
56 ,15,1,   6.5%,  0.81%
56 ,15,2,  93.5%,  0.81%
56 ,16,1,  70.9%,  1.36%
56 ,16,2,  22.5%,  1.86%
56 ,16,3,  11.3%,  1.04%
56 ,16,4,   1.0%,  0.29%
56 ,16,5,   1.4%,  0.33%
56 ,16,6,   3.5%,  0.47%
56 ,16,8,   0.6%,  0.24%
56 ,16,9,   4.0%,  0.57%
56 ,16,10,   5.5%,  0.71%
56 ,16,11,  10.8%,  0.69%
56 ,16,12,   3.8%,  0.24%
56 ,16,13,   2.0%,  0.42%
56 ,16,14,  21.1%,  1.41%
56 ,17,1,  70.0%,  1.34%
56 ,17,2,  19.5%,  1.51%
56 ,17,3,   7.0%,  0.86%
56 ,17,5,   1.0%,  0.20%
56 ,17,6,   3.8%,  0.38%
56 ,17,8,   1.0%,  0.24%
56 ,17,9,  25.9%,  1.57%
56 ,18,1,  16.8%,  1.61%
56 ,18,2,  33.2%,  1.88%
56 ,18,3,  50.0%,  1.73%
56 ,19,1,  21.5%,  1.41%
56 ,19,2,  10.5%,  1.04%
56 ,19,3,   9.5%,  0.96%
56 ,19,4,  28.9%,  1.24%
56 ,19,5,  12.7%,  0.52%
56 ,19,6,  30.5%,  1.33%
56 ,19,7,   5.3%,  0.46%
56 ,19,8,  37.6%,  1.32%
56 ,20,1,   0.6%,  0.19%
56 ,20,2,   3.3%,  0.48%
56 ,20,3,  12.7%,  0.76%
56 ,20,4,  41.7%,  1.04%
56 ,20,5,   5.0%,  0.94%
56 ,20,6,   1.8%,  0.37%
56 ,20,7,  21.5%,  1.15%
56 ,20,8,  13.5%,  1.19%
61 ,2,1,  56.3%,  1.69%
61 ,2,2,  36.3%,  1.34%
61 ,2,3,   4.0%,  0.88%
61 ,2,4,   1.6%,  0.63%
61 ,2,5,   1.8%,  0.64%
61 ,3,1,   8.0%,  1.00%
61 ,3,2,   8.1%,  1.61%
61 ,3,3,   7.9%,  1.43%
61 ,3,4,  17.9%,  2.03%
61 ,3,5,  27.1%,  2.25%
61 ,3,6,  14.5%,  2.16%
61 ,3,7,   4.8%,  1.11%
61 ,3,8,   5.4%,  0.96%
61 ,3,9,   2.7%,  0.64%
61 ,3,10,   3.7%,  0.64%
61 ,4,1,  10.0%,  1.14%
61 ,4,2,  29.7%,  2.96%
61 ,4,3,  60.4%,  3.19%
61 ,5,1,   4.6%,  0.79%
61 ,5,2,   6.2%,  1.14%
61 ,5,3,   3.1%,  0.64%
61 ,5,4,  86.1%,  1.47%
61 ,6,1,   9.1%,  1.52%
61 ,6,2,  11.4%,  1.01%
61 ,6,3,  79.5%,  1.58%
61 ,7,1,   8.7%,  1.25%
61 ,7,2,  47.6%,  1.58%
61 ,7,3,  43.7%,  1.78%
61 ,8,1,  10.3%,  1.91%
61 ,8,2,  17.8%,  1.48%
61 ,8,3,  71.9%,  2.85%
61 ,9,1,   6.4%,  1.45%
61 ,9,2,   5.1%,  1.18%
61 ,9,3,  51.8%,  3.30%
61 ,9,4,  36.7%,  2.01%
61 ,10,1,   9.5%,  1.28%
61 ,10,2,   2.6%,  0.59%
61 ,10,3,   3.7%,  0.69%
61 ,10,4,   1.1%,  0.55%
61 ,10,5,   2.7%,  0.84%
61 ,10,6,   5.8%,  1.43%
61 ,10,7,  85.9%,  1.99%
61 ,11,1,   8.9%,  2.08%
61 ,11,2,  10.0%,  1.26%
61 ,11,3,   5.6%,  1.46%
61 ,11,4,  17.6%,  1.64%
61 ,11,5,  45.0%,  2.43%
61 ,11,6,   6.6%,  1.03%
61 ,11,7,   8.5%,  1.24%
61 ,11,8,  42.7%,  2.40%
61 ,12,1,   1.7%,  0.51%
61 ,12,2,   3.1%,  1.49%
61 ,12,3,  17.8%,  1.94%
61 ,12,4,  37.6%,  1.85%
61 ,12,5,  39.9%,  1.01%
61 ,13,1,   2.4%,  0.48%
61 ,13,2,   5.4%,  1.45%
61 ,13,3,  10.3%,  1.44%
61 ,13,4,  29.5%,  1.68%
61 ,13,5,  38.1%,  1.41%
61 ,13,6,   5.7%,  1.08%
61 ,13,7,   8.7%,  1.14%
61 ,14,1,   3.5%,  0.91%
61 ,14,2,  96.5%,  0.91%
61 ,15,1,  13.5%,  1.82%
61 ,15,2,  86.5%,  1.82%
61 ,16,1,  77.2%,  2.69%
61 ,16,2,  32.4%,  1.01%
61 ,16,3,  16.9%,  2.37%
61 ,16,4,   0.9%,  0.47%
61 ,16,6,   2.3%,  0.80%
61 ,16,8,   1.6%,  0.63%
61 ,16,9,  14.6%,  2.26%
61 ,16,10,   5.4%,  1.03%
61 ,16,11,  13.4%,  1.97%
61 ,16,12,   8.3%,  1.65%
61 ,16,13,   6.0%,  1.52%
61 ,16,14,  15.0%,  2.04%
61 ,17,1,  77.2%,  2.49%
61 ,17,2,  28.0%,  1.56%
61 ,17,3,  10.3%,  1.62%
61 ,17,6,   1.8%,  0.77%
61 ,17,8,   2.2%,  0.51%
61 ,17,9,  19.6%,  2.61%
61 ,18,1,  63.5%,  2.30%
61 ,18,2,  19.2%,  2.04%
61 ,18,3,  17.3%,  1.48%
61 ,19,1,  35.2%,  2.68%
61 ,19,2,   3.2%,  0.60%
61 ,19,3,  22.0%,  1.81%
61 ,19,4,  40.6%,  3.09%
61 ,19,5,  23.5%,  2.56%
61 ,19,6,  19.7%,  2.62%
61 ,19,7,   8.2%,  0.77%
61 ,19,8,  23.2%,  2.09%
61 ,20,2,   1.7%,  0.54%
61 ,20,3,   8.9%,  1.27%
61 ,20,4,  67.8%,  2.26%
61 ,20,5,  10.9%,  1.29%
61 ,20,6,   2.7%,  0.85%
61 ,20,7,   4.7%,  1.07%
61 ,20,8,   3.3%,  0.74%
62 ,2,1,  31.7%,  1.09%
62 ,2,2,  56.2%,  0.91%
62 ,2,3,   9.1%,  0.68%
62 ,2,4,   2.3%,  0.19%
62 ,2,5,   0.8%,  0.20%
62 ,3,1,   2.6%,  0.55%
62 ,3,2,   1.7%,  0.26%
62 ,3,3,   2.7%,  0.24%
62 ,3,4,   7.5%,  0.45%
62 ,3,5,  21.2%,  0.90%
62 ,3,6,  27.3%,  1.15%
62 ,3,7,  12.3%,  0.89%
62 ,3,8,  10.7%,  0.72%
62 ,3,9,   6.6%,  0.54%
62 ,3,10,   7.3%,  0.65%
62 ,4,1,   7.8%,  0.49%
62 ,4,2,  32.5%,  0.65%
62 ,4,3,  59.7%,  0.87%
62 ,5,1,   0.9%,  0.26%
62 ,5,2,   2.1%,  0.28%
62 ,5,3,   1.0%,  0.14%
62 ,5,4,  96.0%,  0.23%
62 ,6,1,   7.7%,  0.69%
62 ,6,2,   8.6%,  0.47%
62 ,6,3,  83.7%,  0.88%
62 ,7,1,   5.3%,  0.57%
62 ,7,2,  49.7%,  0.57%
62 ,7,3,  44.9%,  0.86%
62 ,8,1,   7.3%,  0.37%
62 ,8,2,  15.3%,  0.91%
62 ,8,3,  77.4%,  1.00%
62 ,9,1,   2.9%,  0.38%
62 ,9,2,   2.7%,  0.50%
62 ,9,3,  35.1%,  1.36%
62 ,9,4,  59.3%,  1.53%
62 ,10,1,  33.5%,  0.91%
62 ,10,2,   8.0%,  0.62%
62 ,10,3,  17.4%,  0.78%
62 ,10,4,   4.2%,  0.32%
62 ,10,5,   5.8%,  0.51%
62 ,10,6,  12.7%,  0.68%
62 ,10,7,  60.8%,  1.17%
62 ,11,1,   8.6%,  0.70%
62 ,11,2,  15.7%,  0.84%
62 ,11,3,   2.2%,  0.21%
62 ,11,4,  13.7%,  0.40%
62 ,11,5,  33.1%,  0.73%
62 ,11,6,  18.8%,  0.82%
62 ,11,7,  14.1%,  0.87%
62 ,11,8,  47.1%,  1.03%
62 ,12,1,   1.7%,  0.28%
62 ,12,2,   5.2%,  0.55%
62 ,12,3,  29.2%,  0.87%
62 ,12,4,  52.5%,  1.31%
62 ,12,5,  11.4%,  0.72%
62 ,13,1,   4.5%,  0.38%
62 ,13,2,   9.2%,  0.68%
62 ,13,3,  18.1%,  0.95%
62 ,13,4,  32.2%,  0.90%
62 ,13,5,  22.0%,  1.01%
62 ,13,6,   1.7%,  0.16%
62 ,13,7,  12.3%,  0.69%
62 ,14,1,   2.9%,  0.37%
62 ,14,2,  97.1%,  0.37%
62 ,15,1,   8.8%,  0.67%
62 ,15,2,  91.2%,  0.67%
62 ,16,1,  85.1%,  0.87%
62 ,16,2,  36.8%,  1.20%
62 ,16,3,  20.4%,  0.99%
62 ,16,4,   0.9%,  0.18%
62 ,16,5,   1.9%,  0.15%
62 ,16,6,   6.9%,  0.69%
62 ,16,7,   0.5%,  0.09%
62 ,16,8,  10.4%,  0.52%
62 ,16,9,  11.5%,  0.47%
62 ,16,10,   6.6%,  0.43%
62 ,16,11,  12.3%,  0.67%
62 ,16,12,   2.9%,  0.39%
62 ,16,13,   5.3%,  0.37%
62 ,16,14,   9.9%,  0.75%
62 ,17,1,  84.3%,  0.82%
62 ,17,2,  31.3%,  0.88%
62 ,17,3,  12.1%,  0.94%
62 ,17,4,   0.3%,  0.10%
62 ,17,5,   1.4%,  0.20%
62 ,17,6,   5.8%,  0.46%
62 ,17,7,   0.5%,  0.14%
62 ,17,8,  14.5%,  0.67%
62 ,17,9,  10.8%,  0.93%
62 ,18,1,  26.2%,  0.97%
62 ,18,2,  22.5%,  1.01%
62 ,18,3,  51.4%,  1.06%
62 ,19,1,  23.9%,  0.66%
62 ,19,2,  15.9%,  0.93%
62 ,19,3,   8.3%,  0.86%
62 ,19,4,  27.8%,  1.13%
62 ,19,5,  22.9%,  0.89%
62 ,19,6,  26.6%,  0.83%
62 ,19,7,   3.0%,  0.33%
62 ,19,8,  34.4%,  0.83%
62 ,20,1,   0.8%,  0.17%
62 ,20,2,   4.5%,  0.52%
62 ,20,3,  17.3%,  0.80%
62 ,20,4,  50.5%,  0.71%
62 ,20,5,   6.7%,  0.58%
62 ,20,6,   1.2%,  0.26%
62 ,20,7,   6.9%,  0.37%
62 ,20,8,  12.0%,  0.61%
71 ,2,1,  59.6%,  1.73%
71 ,2,2,  27.1%,  1.84%
71 ,2,3,   9.6%,  1.48%
71 ,2,4,   2.2%,  0.65%
71 ,2,5,   1.5%,  0.41%
71 ,3,1,  18.0%,  1.24%
71 ,3,2,   6.3%,  0.83%
71 ,3,3,   6.0%,  0.84%
71 ,3,4,  15.0%,  1.41%
71 ,3,5,  15.2%,  1.06%
71 ,3,6,  15.0%,  1.45%
71 ,3,7,   6.1%,  0.91%
71 ,3,8,   8.1%,  0.86%
71 ,3,9,   4.3%,  0.85%
71 ,3,10,   6.0%,  1.22%
71 ,4,1,   8.6%,  1.34%
71 ,4,2,  30.7%,  1.27%
71 ,4,3,  60.7%,  1.93%
71 ,5,1,   2.6%,  0.67%
71 ,5,2,   4.0%,  0.78%
71 ,5,3,   1.6%,  0.63%
71 ,5,4,  91.8%,  1.70%
71 ,6,1,   4.4%,  0.52%
71 ,6,2,   9.7%,  0.73%
71 ,6,3,  85.9%,  0.98%
71 ,7,1,   5.4%,  0.65%
71 ,7,2,  49.0%,  1.86%
71 ,7,3,  45.6%,  1.69%
71 ,8,1,   6.4%,  0.70%
71 ,8,2,  15.5%,  1.85%
71 ,8,3,  78.1%,  2.14%
71 ,9,1,   1.6%,  0.36%
71 ,9,2,   3.0%,  0.83%
71 ,9,3,  46.1%,  1.18%
71 ,9,4,  49.3%,  1.15%
71 ,10,1,  12.1%,  1.24%
71 ,10,2,   2.0%,  0.46%
71 ,10,3,   4.6%,  0.50%
71 ,10,4,   0.6%,  0.19%
71 ,10,5,   3.9%,  0.71%
71 ,10,6,   6.4%,  1.14%
71 ,10,7,  82.4%,  1.66%
71 ,11,1,   9.6%,  0.81%
71 ,11,2,  10.7%,  0.88%
71 ,11,3,   2.7%,  0.53%
71 ,11,4,  10.2%,  0.96%
71 ,11,5,  31.2%,  1.24%
71 ,11,6,   3.2%,  0.38%
71 ,11,7,   5.0%,  0.81%
71 ,11,8,  57.3%,  0.95%
71 ,12,1,   1.1%,  0.35%
71 ,12,2,   1.8%,  0.38%
71 ,12,3,  22.9%,  1.57%
71 ,12,4,  25.6%,  1.02%
71 ,12,5,  48.6%,  2.01%
71 ,13,1,   4.3%,  0.66%
71 ,13,2,   3.8%,  0.58%
71 ,13,3,   8.5%,  1.29%
71 ,13,4,  23.2%,  1.60%
71 ,13,5,  39.8%,  1.65%
71 ,13,6,   4.6%,  0.61%
71 ,13,7,  15.8%,  1.29%
71 ,14,1,   3.1%,  0.86%
71 ,14,2,  96.9%,  0.86%
71 ,15,1,  11.9%,  1.19%
71 ,15,2,  88.1%,  1.19%
71 ,16,1,  66.0%,  1.66%
71 ,16,2,  25.3%,  1.79%
71 ,16,3,  13.6%,  0.91%
71 ,16,4,   1.1%,  0.31%
71 ,16,5,   1.1%,  0.57%
71 ,16,6,   3.1%,  0.94%
71 ,16,7,   3.3%,  0.47%
71 ,16,8,   3.9%,  0.76%
71 ,16,9,  17.8%,  1.50%
71 ,16,10,   7.8%,  0.98%
71 ,16,11,  12.4%,  1.47%
71 ,16,12,   5.9%,  1.33%
71 ,16,13,   9.9%,  0.83%
71 ,16,14,  23.2%,  1.78%
71 ,17,1,  65.1%,  1.52%
71 ,17,2,  22.1%,  1.56%
71 ,17,3,   8.9%,  0.62%
71 ,17,4,   0.4%,  0.18%
71 ,17,5,   1.0%,  0.36%
71 ,17,6,   3.0%,  0.93%
71 ,17,7,   2.4%,  0.34%
71 ,17,8,   2.8%,  0.69%
71 ,17,9,  28.5%,  1.48%
71 ,18,1,  33.0%,  1.57%
71 ,18,2,  27.5%,  1.92%
71 ,18,3,  39.5%,  1.59%
71 ,19,1,  32.6%,  1.36%
71 ,19,2,   5.5%,  1.13%
71 ,19,3,  16.1%,  1.07%
71 ,19,4,  30.2%,  1.61%
71 ,19,5,  19.2%,  1.41%
71 ,19,6,  15.0%,  1.28%
71 ,19,7,   7.0%,  0.38%
71 ,19,8,  35.4%,  1.14%
71 ,20,1,   1.0%,  0.43%
71 ,20,2,   2.5%,  0.54%
71 ,20,3,  10.9%,  1.16%
71 ,20,4,  60.8%,  2.02%
71 ,20,5,  10.8%,  1.23%
71 ,20,6,   2.1%,  0.55%
71 ,20,7,   6.8%,  1.18%
71 ,20,8,   5.2%,  0.60%
72 ,2,1,  63.7%,  0.89%
72 ,2,2,  26.1%,  0.83%
72 ,2,3,   5.0%,  0.41%
72 ,2,4,   3.5%,  0.46%
72 ,2,5,   1.6%,  0.34%
72 ,3,1,   8.7%,  0.59%
72 ,3,2,   1.4%,  0.14%
72 ,3,3,   1.3%,  0.32%
72 ,3,4,   6.9%,  0.75%
72 ,3,5,  23.0%,  1.05%
72 ,3,6,  26.8%,  0.98%
72 ,3,7,  14.8%,  0.78%
72 ,3,8,  10.9%,  0.60%
72 ,3,9,   2.7%,  0.41%
72 ,3,10,   3.5%,  0.45%
72 ,4,1,  11.7%,  0.63%
72 ,4,2,  42.9%,  1.14%
72 ,4,3,  45.5%,  1.22%
72 ,5,1,   2.1%,  0.34%
72 ,5,2,   3.6%,  0.39%
72 ,5,3,   1.6%,  0.40%
72 ,5,4,  92.7%,  0.68%
72 ,6,1,   7.8%,  0.55%
72 ,6,2,  17.2%,  1.03%
72 ,6,3,  74.9%,  1.34%
72 ,7,1,  11.0%,  0.65%
72 ,7,2,  64.1%,  0.88%
72 ,7,3,  24.9%,  1.01%
72 ,8,1,   9.8%,  0.49%
72 ,8,2,  23.0%,  1.26%
72 ,8,3,  67.2%,  1.52%
72 ,9,1,   0.5%,  0.14%
72 ,9,2,   2.8%,  0.46%
72 ,9,3,  18.2%,  1.05%
72 ,9,4,  78.5%,  0.87%
72 ,10,1,  26.3%,  1.13%
72 ,10,2,   4.4%,  0.38%
72 ,10,3,  11.0%,  1.14%
72 ,10,4,   2.0%,  0.28%
72 ,10,5,   4.0%,  0.40%
72 ,10,6,   8.6%,  0.55%
72 ,10,7,  68.8%,  1.29%
72 ,11,1,  17.2%,  0.60%
72 ,11,2,  21.4%,  1.00%
72 ,11,3,   1.0%,  0.19%
72 ,11,4,  16.6%,  0.82%
72 ,11,5,  40.4%,  0.90%
72 ,11,6,   7.2%,  0.79%
72 ,11,7,  10.8%,  0.93%
72 ,11,8,  42.5%,  1.13%
72 ,12,1,   1.0%,  0.30%
72 ,12,2,   3.9%,  0.44%
72 ,12,3,  16.8%,  1.12%
72 ,12,4,  34.8%,  0.74%
72 ,12,5,  43.5%,  0.96%
72 ,13,1,   6.8%,  0.45%
72 ,13,2,  10.4%,  0.99%
72 ,13,3,  14.0%,  1.01%
72 ,13,4,  24.0%,  0.90%
72 ,13,5,  23.3%,  0.70%
72 ,13,6,   6.5%,  0.28%
72 ,13,7,  14.9%,  1.10%
72 ,14,1,   8.0%,  0.85%
72 ,14,2,  92.0%,  0.85%
72 ,15,1,  24.2%,  0.74%
72 ,15,2,  75.8%,  0.74%
72 ,16,1,  84.2%,  0.83%
72 ,16,2,  43.2%,  1.43%
72 ,16,3,  21.0%,  0.80%
72 ,16,4,   1.7%,  0.29%
72 ,16,5,   1.9%,  0.35%
72 ,16,6,   3.5%,  0.44%
72 ,16,7,   2.2%,  0.37%
72 ,16,8,   0.8%,  0.34%
72 ,16,9,  13.5%,  0.51%
72 ,16,10,  10.9%,  0.66%
72 ,16,11,  17.4%,  0.93%
72 ,16,12,   7.8%,  0.72%
72 ,16,13,   4.9%,  0.38%
72 ,16,14,   7.9%,  0.48%
72 ,17,1,  82.7%,  0.65%
72 ,17,2,  36.8%,  0.75%
72 ,17,3,  14.9%,  0.64%
72 ,17,4,   0.5%,  0.12%
72 ,17,5,   1.2%,  0.27%
72 ,17,6,   3.1%,  0.38%
72 ,17,7,   1.7%,  0.29%
72 ,17,8,   1.0%,  0.18%
72 ,17,9,  12.0%,  0.61%
72 ,18,1,  38.2%,  1.57%
72 ,18,2,  28.0%,  0.89%
72 ,18,3,  33.9%,  1.55%
72 ,19,1,  41.0%,  1.41%
72 ,19,2,  10.5%,  0.59%
72 ,19,3,  19.3%,  1.45%
72 ,19,4,  37.9%,  1.00%
72 ,19,5,  21.7%,  1.07%
72 ,19,6,  29.7%,  1.43%
72 ,19,7,   9.1%,  0.72%
72 ,19,8,  22.6%,  0.93%
72 ,20,1,   0.6%,  0.22%
72 ,20,2,   3.3%,  0.38%
72 ,20,3,  11.6%,  0.95%
72 ,20,4,  62.6%,  1.40%
72 ,20,5,  11.0%,  0.88%
72 ,20,6,   2.8%,  0.31%
72 ,20,7,   3.8%,  0.58%
72 ,20,8,   4.3%,  0.66%
81 ,2,1,  40.6%,  1.21%
81 ,2,2,  40.4%,  1.31%
81 ,2,3,  13.8%,  0.73%
81 ,2,4,   3.3%,  0.32%
81 ,2,5,   1.9%,  0.26%
81 ,3,1,   4.4%,  0.74%
81 ,3,2,   3.0%,  0.37%
81 ,3,3,   4.1%,  0.57%
81 ,3,4,  13.7%,  0.89%
81 ,3,5,  29.1%,  0.81%
81 ,3,6,  27.8%,  1.01%
81 ,3,7,   7.8%,  0.72%
81 ,3,8,   3.6%,  0.42%
81 ,3,9,   1.6%,  0.28%
81 ,3,10,   4.9%,  0.55%
81 ,4,1,   8.7%,  0.65%
81 ,4,2,  38.7%,  1.38%
81 ,4,3,  52.6%,  1.30%
81 ,5,1,   3.1%,  0.60%
81 ,5,2,   1.6%,  0.20%
81 ,5,3,   1.5%,  0.27%
81 ,5,4,  93.7%,  0.61%
81 ,6,1,   4.5%,  0.66%
81 ,6,2,  10.5%,  0.54%
81 ,6,3,  85.0%,  0.92%
81 ,7,1,   6.0%,  0.66%
81 ,7,2,  46.7%,  1.24%
81 ,7,3,  47.3%,  1.04%
81 ,8,1,   5.1%,  0.49%
81 ,8,2,  21.0%,  0.59%
81 ,8,3,  73.9%,  0.58%
81 ,9,1,   0.9%,  0.28%
81 ,9,2,   2.4%,  0.45%
81 ,9,3,  19.3%,  1.24%
81 ,9,4,  77.4%,  1.58%
81 ,10,1,  34.3%,  1.19%
81 ,10,2,  10.8%,  0.81%
81 ,10,3,  14.2%,  0.76%
81 ,10,4,   4.5%,  0.41%
81 ,10,5,   9.6%,  0.62%
81 ,10,6,  17.2%,  1.07%
81 ,10,7,  58.8%,  0.90%
81 ,11,1,   8.1%,  0.68%
81 ,11,2,  12.1%,  0.73%
81 ,11,3,   1.2%,  0.32%
81 ,11,4,  10.3%,  0.78%
81 ,11,5,  19.8%,  0.98%
81 ,11,6,   5.5%,  0.58%
81 ,11,7,  15.2%,  1.16%
81 ,11,8,  59.1%,  1.15%
81 ,12,1,   0.8%,  0.18%
81 ,12,2,   4.2%,  0.41%
81 ,12,3,  34.8%,  0.86%
81 ,12,4,  38.5%,  1.12%
81 ,12,5,  21.7%,  0.92%
81 ,13,1,   8.4%,  0.89%
81 ,13,2,  11.0%,  0.40%
81 ,13,3,  16.1%,  0.93%
81 ,13,4,  25.0%,  1.59%
81 ,13,5,  21.0%,  0.86%
81 ,13,6,   5.2%,  0.52%
81 ,13,7,  13.4%,  0.81%
81 ,14,1,   4.4%,  0.51%
81 ,14,2,  95.6%,  0.51%
81 ,15,1,  17.3%,  0.83%
81 ,15,2,  82.7%,  0.83%
81 ,16,1,  81.5%,  0.56%
81 ,16,2,  35.6%,  0.83%
81 ,16,3,  20.2%,  1.04%
81 ,16,4,   0.8%,  0.23%
81 ,16,5,   1.2%,  0.20%
81 ,16,6,   1.7%,  0.24%
81 ,16,8,   1.2%,  0.25%
81 ,16,9,   8.7%,  0.61%
81 ,16,10,   6.4%,  0.58%
81 ,16,11,  13.5%,  0.27%
81 ,16,12,   5.8%,  0.51%
81 ,16,13,   3.1%,  0.37%
81 ,16,14,  10.9%,  0.57%
81 ,17,1,  80.0%,  0.80%
81 ,17,2,  30.7%,  1.03%
81 ,17,3,  12.2%,  0.81%
81 ,17,4,   0.6%,  0.17%
81 ,17,5,   0.8%,  0.20%
81 ,17,6,   1.5%,  0.26%
81 ,17,7,   0.2%,  0.09%
81 ,17,8,   0.8%,  0.22%
81 ,17,9,  14.9%,  0.68%
81 ,18,1,  11.5%,  0.63%
81 ,18,2,  26.9%,  1.57%
81 ,18,3,  61.6%,  1.57%
81 ,19,1,  29.8%,  1.51%
81 ,19,2,  11.1%,  1.09%
81 ,19,3,   8.5%,  0.85%
81 ,19,4,  29.6%,  1.13%
81 ,19,5,  13.6%,  0.68%
81 ,19,6,  20.4%,  1.12%
81 ,19,7,   6.5%,  0.71%
81 ,19,8,  34.6%,  0.84%
81 ,20,1,   1.2%,  0.30%
81 ,20,2,   3.4%,  0.43%
81 ,20,3,  13.4%,  0.86%
81 ,20,4,  49.3%,  1.31%
81 ,20,5,   9.7%,  0.47%
81 ,20,6,   2.1%,  0.60%
81 ,20,7,  11.3%,  0.57%
81 ,20,8,   9.6%,  0.62%